func_sexo;func_idade;func_racacor;func_escolaridade;func_uf;func_deficiencia;empresa_porte;empresa_setor;contrato_horastrabalho;contrato_salario;turnover_apos_1_ano
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Construçao civil;44;2379,98;SIM
FEMININO;31;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Serviços;44;2182,51;SIM
MASCULINO;40;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 50 A 99;Comércio;44;2027,92;SIM
FEMININO;36;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;MA;NAO;ATE 4;Agricultura;44;1050,0;NAO
MASCULINO;38;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Comércio;0;2785,6;SIM
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;1000 OU MAIS;Serviços;36;961,67;NAO
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1113,73;NAO
FEMININO;27;SEM INFO;SUPERIOR_COMPLETO;PE;NAO;DE 100 A 249;Serviços;30;3105,63;SIM
MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;1120,52;NAO
FEMININO;39;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;ATE 4;Comércio;42;1168,15;NAO
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 10 A 19;Comércio;36;1038,83;NAO
FEMININO;21;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;22;1054,99;SIM
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 100 A 249;Serviços;44;1312,17;NAO
MASCULINO;24;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Comércio;44;1063,97;NAO
FEMININO;43;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 5 A 9;Serviços;44;1103,04;NAO
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Serviços;44;1039,13;NAO
MASCULINO;36;SEM INFO;MEDIO COMPLETO;MA;NAO;DE 500 A 999;Serviços;44;1118,24;NAO
FEMININO;30;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;30;3355,73;SIM
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Serviços;44;3883,63;SIM
FEMININO;20;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Comércio;44;1117,55;NAO
FEMININO;34;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;2469,64;SIM
FEMININO;47;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;2243,44;SIM
MASCULINO;34;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 100 A 249;Serviços;44;1669,52;NAO
MASCULINO;38;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 20 A 49;Serviços;44;2302,16;NAO
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 50 A 99;Comércio;44;1300,23;NAO
MASCULINO;20;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 50 A 99;Indústria;44;1003,06;NAO
FEMININO;38;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;2168,88;SIM
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 50 A 99;Comércio;44;1715,12;SIM
MASCULINO;24;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;998,0;NAO
FEMININO;33;SEM INFO;SUPERIOR_COMPLETO;PE;NAO;ATE 4;Serviços;44;2747,99;SIM
FEMININO;32;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;DE 50 A 99;Serviços;6;578,99;NAO
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1883,2;SIM
FEMININO;27;PRETA-PARDA;SUPERIOR_INCOMPLETO;AL;NAO;1000 OU MAIS;Serviços;36;1411,32;SIM
MASCULINO;33;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;RN;NAO;DE 10 A 19;Indústria;44;2167,1;SIM
FEMININO;42;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Indústria;44;900,56;SIM
FEMININO;41;PRETA-PARDA;SUPERIOR_INCOMPLETO;PB;NAO;DE 50 A 99;Serviços;44;1036,1;NAO
MASCULINO;42;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 250 A 499;Construçao civil;0;2178,57;SIM
MASCULINO;23;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;44;2680,18;SIM
FEMININO;38;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;1000 OU MAIS;Serviços;44;2402,18;SIM
MASCULINO;31;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 50 A 99;Serviços;40;3265,83;SIM
FEMININO;19;SEM INFO;MEDIO COMPLETO;SE;NAO;DE 10 A 19;Indústria;44;1047,01;NAO
MASCULINO;37;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;1024,88;NAO
MASCULINO;35;SEM INFO;ANALFABETO-FUND_INCOMPLETO;AL;NAO;DE 5 A 9;Comércio;44;1018,0;NAO
FEMININO;34;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;2000,0;NAO
MASCULINO;54;SEM INFO;ANALFABETO-FUND_INCOMPLETO;BA;NAO;ATE 4;Agricultura;44;1200,0;NAO
MASCULINO;28;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;3000,0;NAO
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 250 A 499;Comércio;44;1640,26;SIM
FEMININO;26;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 100 A 249;Serviços;44;1332,62;NAO
FEMININO;29;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;ATE 4;Serviços;44;1180,02;NAO
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1452,62;SIM
FEMININO;30;PRETA-PARDA;SUPERIOR_COMPLETO;RN;NAO;DE 10 A 19;Serviços;44;1282,86;NAO
FEMININO;29;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Serviços;4;1516,01;NAO
MASCULINO;41;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;38;2542,61;SIM
MASCULINO;30;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;AL;NAO;1000 OU MAIS;Indústria;44;1002,09;NAO
MASCULINO;27;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Serviços;39;783,6;NAO
MASCULINO;35;SEM INFO;MEDIO COMPLETO;RN;NAO;DE 10 A 19;Comércio;44;1764,43;NAO
FEMININO;20;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Comércio;44;1113,22;NAO
MASCULINO;63;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 100 A 249;Indústria;40;40063,95;SIM
MASCULINO;29;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 500 A 999;Serviços;6;3077,37;SIM
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;1000 OU MAIS;Serviços;36;1533,92;SIM
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;33;1279,97;SIM
FEMININO;27;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;30;1196,47;SIM
MASCULINO;21;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 20 A 49;Indústria;44;929,11;NAO
FEMININO;36;SEM INFO;SUPERIOR_COMPLETO;PB;NAO;DE 20 A 49;Serviços;17;1223,79;SIM
MASCULINO;41;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 20 A 49;Serviços;44;4861,44;SIM
MASCULINO;44;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;ATE 4;Construçao civil;40;1625,51;SIM
FEMININO;34;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;44;1638,12;SIM
FEMININO;29;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 10 A 19;Comércio;44;1768,12;SIM
FEMININO;28;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Serviços;20;1959,73;SIM
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1746,3;NAO
MASCULINO;39;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Serviços;36;1657,98;NAO
MASCULINO;55;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;AL;NAO;1000 OU MAIS;Indústria;44;371,95;NAO
FEMININO;36;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 50 A 99;Serviços;44;3936,0;NAO
MASCULINO;63;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;1000 OU MAIS;Indústria;40;29324,97;SIM
FEMININO;39;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Indústria;36;1518,55;SIM
FEMININO;36;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 10 A 19;Comércio;44;1184,82;NAO
FEMININO;31;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 20 A 49;Comércio;44;1181,25;NAO
MASCULINO;35;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1716,33;SIM
FEMININO;28;SEM INFO;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1749,9;SIM
MASCULINO;21;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1078,0;NAO
MASCULINO;35;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;40;4909,4;SIM
MASCULINO;30;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;MA;NAO;DE 10 A 19;Construçao civil;44;1715,17;NAO
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;36;1154,03;NAO
FEMININO;25;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Serviços;22;799,99;NAO
MASCULINO;46;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 20 A 49;Agricultura;44;1528,12;SIM
FEMININO;32;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 5 A 9;Construçao civil;44;1016,0;NAO
FEMININO;30;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;1787,28;SIM
MASCULINO;42;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;1671,81;NAO
MASCULINO;44;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 100 A 249;Comércio;44;1736,38;NAO
FEMININO;31;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1409,04;NAO
FEMININO;36;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Agricultura;44;1015,95;NAO
MASCULINO;27;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;DE 100 A 249;Serviços;44;1986,29;SIM
MASCULINO;63;AMARELA-BRANCA;SUPERIOR_COMPLETO;PB;NAO;DE 20 A 49;Serviços;40;57104,06;SIM
MASCULINO;29;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1189,65;NAO
MASCULINO;57;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 500 A 999;Serviços;0;1235,7;NAO
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 20 A 49;Construçao civil;44;1203,6;NAO
MASCULINO;19;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;8;444,29;NAO
FEMININO;39;PRETA-PARDA;SUPERIOR_COMPLETO;AL;NAO;DE 100 A 249;Serviços;40;3635,85;SIM
FEMININO;25;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1044,74;NAO
FEMININO;38;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 250 A 499;Serviços;40;5389,53;SIM
MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 250 A 499;Comércio;44;685,65;NAO
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;43;1369,08;NAO
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 5 A 9;Serviços;44;1066,44;NAO
FEMININO;42;AMARELA-BRANCA;MEDIO COMPLETO;SE;NAO;DE 10 A 19;Comércio;44;1153,67;NAO
FEMININO;34;SEM INFO;MEDIO COMPLETO;SE;NAO;DE 50 A 99;Serviços;44;1018,38;NAO
MASCULINO;34;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 250 A 499;Serviços;44;1551,38;NAO
MASCULINO;37;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;DE 10 A 19;Comércio;44;1246,61;NAO
MASCULINO;34;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1280,76;NAO
FEMININO;31;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;DE 50 A 99;Serviços;5;934,03;SIM
MASCULINO;61;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;RN;NAO;DE 250 A 499;Serviços;44;3872,3;SIM
FEMININO;27;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;22;740,19;NAO
FEMININO;34;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;3654,84;SIM
FEMININO;25;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Comércio;44;1296,0;NAO
FEMININO;30;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Serviços;44;1290,81;NAO
FEMININO;25;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;983,65;NAO
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1593,8;NAO
MASCULINO;34;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 20 A 49;Construçao civil;44;1652,71;NAO
FEMININO;26;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Serviços;30;3524,0;SIM
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1249,43;NAO
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 10 A 19;Serviços;44;1438,38;NAO
FEMININO;29;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Serviços;44;1131,4;NAO
MASCULINO;30;SEM INFO;MEDIO COMPLETO;PI;NAO;DE 5 A 9;Serviços;44;1133,5;NAO
MASCULINO;40;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;ATE 4;Indústria;44;1500,0;NAO
FEMININO;20;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Comércio;44;1298,09;NAO
FEMININO;19;SEM INFO;MEDIO COMPLETO;RN;NAO;ATE 4;Comércio;44;1311,42;SIM
MASCULINO;38;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;1053,63;NAO
MASCULINO;38;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 100 A 249;Serviços;0;6767,77;SIM
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;3261,53;SIM
FEMININO;58;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;1000 OU MAIS;Indústria;40;9063,04;SIM
FEMININO;26;SEM INFO;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Serviços;40;3129,09;NAO
MASCULINO;48;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 20 A 49;Serviços;44;2429,89;NAO
FEMININO;31;SEM INFO;SUPERIOR_COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;7250,0;NAO
MASCULINO;55;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;1000 OU MAIS;Serviços;36;1608,68;SIM
MASCULINO;34;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;998,0;NAO
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;963,0;NAO
MASCULINO;26;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;ATE 4;Serviços;44;1123,2;NAO
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;1200,0;NAO
MASCULINO;58;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;1000 OU MAIS;Serviços;41;1649,88;SIM
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 5 A 9;Serviços;40;1072,4;NAO
FEMININO;71;PRETA-PARDA;MEDIO COMPLETO;PE;SIM;DE 250 A 499;Serviços;40;9804,58;SIM
MASCULINO;35;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PI;NAO;ATE 4;Indústria;44;1038,0;NAO
MASCULINO;29;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PB;NAO;ATE 4;Comércio;44;1480,96;SIM
MASCULINO;34;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1046,25;NAO
FEMININO;32;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;DE 50 A 99;Serviços;44;1304,91;NAO
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Serviços;44;1609,74;NAO
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Construçao civil;44;1052,89;NAO
MASCULINO;29;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;1000 OU MAIS;Serviços;43;4108,11;SIM
MASCULINO;43;SEM INFO;MEDIO COMPLETO;PB;NAO;DE 20 A 49;Serviços;36;1034,24;NAO
MASCULINO;37;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1150,0;NAO
MASCULINO;35;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;SE;NAO;DE 10 A 19;Indústria;44;998,0;NAO
FEMININO;27;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Construçao civil;44;2555,0;NAO
FEMININO;38;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Serviços;44;1504,81;SIM
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Serviços;44;1021,5;NAO
MASCULINO;29;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;40;1950,0;NAO
MASCULINO;25;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1050,0;NAO
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;PE;SIM;1000 OU MAIS;Serviços;44;1663,86;SIM
FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;1528,21;SIM
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;1478,21;NAO
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1474,52;SIM
FEMININO;25;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1046,95;NAO
MASCULINO;37;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 5 A 9;Indústria;44;1313,19;NAO
FEMININO;33;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;CE;NAO;DE 20 A 49;Serviços;4;2703,93;SIM
MASCULINO;29;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 10 A 19;Comércio;36;3723,82;NAO
FEMININO;29;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Indústria;44;2877,49;NAO
MASCULINO;42;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Indústria;44;1665,92;NAO
MASCULINO;34;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;998,02;NAO
MASCULINO;31;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 100 A 249;Serviços;40;2445,61;SIM
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Comércio;28;519,86;NAO
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;1150,0;NAO
MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 250 A 499;Indústria;44;1019,5;NAO
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Comércio;44;1371,55;NAO
FEMININO;25;PRETA-PARDA;SUPERIOR_INCOMPLETO;PI;NAO;ATE 4;Serviços;30;1184,0;NAO
MASCULINO;20;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 10 A 19;Serviços;7;389,37;NAO
MASCULINO;28;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;MA;NAO;DE 10 A 19;Serviços;40;2091,08;SIM
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;44;2101,84;SIM
FEMININO;25;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Indústria;44;1134,99;NAO
MASCULINO;47;PRETA-PARDA;MEDIO COMPLETO;BA;SIM;DE 250 A 499;Construçao civil;44;2725,69;NAO
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 100 A 249;Construçao civil;44;2215,54;NAO
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;1000 OU MAIS;Serviços;36;1114,4;NAO
FEMININO;29;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 50 A 99;Serviços;44;1755,23;NAO
MASCULINO;29;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 100 A 249;Agricultura;44;5000,0;NAO
MASCULINO;21;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;ATE 4;Serviços;44;511,5;NAO
MASCULINO;25;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;MA;NAO;DE 250 A 499;Indústria;44;1227,61;NAO
MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;1000 OU MAIS;Construçao civil;44;1953,98;NAO
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Serviços;44;2690,06;NAO
MASCULINO;25;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 5 A 9;Indústria;44;1030,0;NAO
MASCULINO;25;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 10 A 19;Serviços;18;1867,79;NAO
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Comércio;44;1050,0;NAO
FEMININO;25;PRETA-PARDA;SUPERIOR_INCOMPLETO;PE;NAO;1000 OU MAIS;Serviços;36;1539,09;SIM
FEMININO;38;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Comércio;44;1786,34;SIM
FEMININO;40;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;7948,14;SIM
MASCULINO;28;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;1000 OU MAIS;Indústria;44;3481,2;NAO
FEMININO;61;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 5 A 9;Serviços;44;1391,32;SIM
FEMININO;33;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;3647,86;SIM
MASCULINO;19;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1300,79;SIM
FEMININO;35;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;36;1019,77;NAO
FEMININO;30;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 5 A 9;Serviços;20;529,89;NAO
MASCULINO;21;SEM INFO;MEDIO COMPLETO;CE;NAO;ATE 4;Serviços;44;1573,16;SIM
FEMININO;32;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Comércio;44;1297,36;NAO
MASCULINO;24;PRETA-PARDA;SUPERIOR_INCOMPLETO;PE;NAO;DE 250 A 499;Comércio;44;478,62;NAO
MASCULINO;27;PRETA-PARDA;SUPERIOR_INCOMPLETO;RN;NAO;1000 OU MAIS;Serviços;44;5676,66;SIM
MASCULINO;42;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;ATE 4;Comércio;44;1150,02;NAO
MASCULINO;43;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 500 A 999;Serviços;44;1862,67;SIM
MASCULINO;25;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;ATE 4;Serviços;44;1062,68;NAO
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;1777,38;NAO
FEMININO;28;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Comércio;44;1036,99;NAO
MASCULINO;22;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PI;NAO;1000 OU MAIS;Indústria;44;1316,14;NAO
FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 250 A 499;Serviços;36;1438,82;NAO
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;39;1251,13;NAO
FEMININO;20;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Comércio;44;1090,0;NAO
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1131,01;NAO
FEMININO;29;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;ATE 4;Serviços;44;1401,91;NAO
FEMININO;31;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;1000 OU MAIS;Serviços;44;1592,11;SIM
FEMININO;48;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;DE 100 A 249;Serviços;40;1819,54;NAO
MASCULINO;32;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 100 A 249;Indústria;44;1292,41;NAO
