;func_sexo;func_idade;func_racacor;func_escolaridade;func_uf;func_deficiencia;empresa_porte;empresa_setor;contrato_horastrabalho;contrato_salario;turnover_apos_1_ano;Label;Score
4273;MASCULINO;40;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 500 A 999;Serviços;44;6854,25;SIM;SIM;0,6116
4274;FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 5 A 9;Comércio;44;996,91;NAO;NAO;0,8945
4275;FEMININO;36;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1519,9;NAO;SIM;0,6551
4276;MASCULINO;32;SEM INFO;MEDIO COMPLETO;MA;NAO;DE 100 A 249;Comércio;44;1609,0;NAO;SIM;0,5716
4277;MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Serviços;44;1020,0;NAO;NAO;0,897
4278;FEMININO;31;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;ATE 4;Comércio;36;1148,7;NAO;NAO;0,8596
4279;MASCULINO;25;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;PB;NAO;DE 100 A 249;Comércio;44;1881,81;SIM;SIM;0,6806
4280;FEMININO;25;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 10 A 19;Serviços;44;1500,0;NAO;SIM;0,5761
4281;FEMININO;47;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Serviços;24;953,83;NAO;NAO;0,8064
4282;FEMININO;29;SEM INFO;SUPERIOR_INCOMPLETO;BA;NAO;DE 20 A 49;Comércio;44;1033,64;NAO;NAO;0,8979
4283;MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1469,46;SIM;SIM;0,5751
4284;FEMININO;38;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 100 A 249;Serviços;20;2385,25;SIM;SIM;0,6691
4285;MASCULINO;51;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Serviços;44;1029,22;NAO;NAO;0,8997
4286;FEMININO;32;PRETA-PARDA;SUPERIOR_COMPLETO;AL;NAO;1000 OU MAIS;Serviços;36;1349,86;SIM;NAO;0,6262
4287;FEMININO;42;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;DE 20 A 49;Serviços;4;1034,85;SIM;NAO;0,7458
4288;MASCULINO;43;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;2035,18;SIM;SIM;0,6284
4289;FEMININO;26;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;2954,79;NAO;SIM;0,6647
4290;MASCULINO;37;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;1;1940,47;NAO;SIM;0,6701
4291;MASCULINO;56;AMARELA-BRANCA;MEDIO COMPLETO;PE;SIM;DE 50 A 99;Comércio;44;1053,76;NAO;NAO;0,8917
4292;MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;2966,79;SIM;SIM;0,6968
4293;MASCULINO;31;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;CE;SIM;DE 100 A 249;Serviços;44;1173,67;NAO;NAO;0,8974
4294;MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1374,04;NAO;NAO;0,8403
4295;MASCULINO;48;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 250 A 499;Indústria;44;5150,82;SIM;SIM;0,6035
4296;FEMININO;24;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;1000 OU MAIS;Agricultura;44;998,0;NAO;NAO;0,8882
4297;MASCULINO;35;PRETA-PARDA;SUPERIOR_COMPLETO;SE;NAO;DE 50 A 99;Serviços;22;2287,97;SIM;SIM;0,6849
4298;MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;2410,25;SIM;SIM;0,6686
4299;MASCULINO;24;PRETA-PARDA;SUPERIOR_COMPLETO;RN;NAO;1000 OU MAIS;Serviços;36;1010,78;NAO;NAO;0,8761
4300;FEMININO;37;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 100 A 249;Serviços;44;2330,68;NAO;SIM;0,601
4301;MASCULINO;27;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;ATE 4;Serviços;44;1053,63;NAO;NAO;0,8972
4302;MASCULINO;27;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 250 A 499;Serviços;44;1519,6;NAO;SIM;0,6786
4303;MASCULINO;59;AMARELA-BRANCA;SUPERIOR_COMPLETO;AL;NAO;DE 50 A 99;Indústria;44;5000,0;NAO;SIM;0,709
4304;MASCULINO;25;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 10 A 19;Comércio;44;1111,12;NAO;NAO;0,8974
4305;FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;869,0;NAO;NAO;0,8948
4306;MASCULINO;37;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 100 A 249;Serviços;42;5359,2;NAO;SIM;0,6849
4307;FEMININO;32;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;DE 10 A 19;Serviços;44;1675,43;NAO;SIM;0,5341
4308;FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;40;1189,13;NAO;NAO;0,8891
4309;FEMININO;31;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;22;1432,82;SIM;SIM;0,5862
4310;MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;2487,54;NAO;SIM;0,6337
4311;FEMININO;52;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1786,99;SIM;SIM;0,671
4312;FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;2059,36;NAO;SIM;0,7298
4313;MASCULINO;40;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Serviços;44;4713,77;SIM;SIM;0,6599
4314;FEMININO;24;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;1896,14;SIM;SIM;0,6766
4315;FEMININO;48;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 50 A 99;Comércio;44;1328,38;NAO;NAO;0,8566
4316;FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 100 A 249;Serviços;0;3211,77;SIM;SIM;0,7077
4317;MASCULINO;38;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;20;499,68;NAO;NAO;0,8872
4318;FEMININO;65;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 100 A 249;Serviços;44;12527,59;SIM;SIM;0,7225
4319;FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;35;1259,81;NAO;NAO;0,7736
4320;FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;2390,55;NAO;SIM;0,7194
4321;MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;36;2086,81;SIM;SIM;0,7144
4322;MASCULINO;25;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 10 A 19;Indústria;44;1111,26;NAO;NAO;0,8958
4323;FEMININO;20;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;937,11;NAO;NAO;0,8667
4324;MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 10 A 19;Serviços;44;1034,96;NAO;NAO;0,8978
4325;MASCULINO;51;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;MA;NAO;DE 5 A 9;Agricultura;44;1546,53;SIM;SIM;0,5349
4326;MASCULINO;34;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Serviços;44;1240,97;NAO;NAO;0,8915
4327;MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;AL;SIM;DE 100 A 249;Serviços;44;1315,2;NAO;NAO;0,8611
4328;MASCULINO;41;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PB;NAO;DE 100 A 249;Serviços;44;1985,09;SIM;SIM;0,6497
4329;FEMININO;29;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;3978,15;SIM;SIM;0,652
4330;FEMININO;22;AMARELA-BRANCA;SUPERIOR_COMPLETO;MA;NAO;DE 20 A 49;Serviços;36;1323,48;NAO;NAO;0,7375
4331;MASCULINO;39;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 100 A 249;Indústria;40;1332,45;NAO;NAO;0,8443
4332;FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Comércio;44;2341,33;NAO;SIM;0,7168
4333;FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;974,21;NAO;NAO;0,8951
4334;FEMININO;58;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 5 A 9;Agricultura;44;1327,45;SIM;NAO;0,8274
4335;FEMININO;36;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;36;1789,59;NAO;SIM;0,7155
4336;MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 50 A 99;Serviços;44;1094,85;NAO;NAO;0,8982
4337;MASCULINO;28;SEM INFO;MEDIO COMPLETO;MA;NAO;1000 OU MAIS;Serviços;44;1530,9;NAO;SIM;0,6687
4338;FEMININO;49;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1169,7;NAO;NAO;0,8979
4339;FEMININO;30;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 10 A 19;Comércio;44;997,99;NAO;NAO;0,8961
4340;MASCULINO;26;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Indústria;44;1661,23;SIM;SIM;0,655
4341;MASCULINO;27;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;1816,75;NAO;SIM;0,6564
4342;FEMININO;31;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;3602,16;SIM;SIM;0,5909
4343;MASCULINO;22;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Serviços;44;1200,0;NAO;NAO;0,8967
4344;FEMININO;28;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 20 A 49;Serviços;44;2187,08;NAO;SIM;0,7004
4345;FEMININO;23;PRETA-PARDA;SUPERIOR_INCOMPLETO;AL;NAO;DE 20 A 49;Serviços;44;1112,3;NAO;NAO;0,8935
4346;MASCULINO;19;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Comércio;44;1133,38;NAO;NAO;0,8969
4347;FEMININO;52;SEM INFO;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 100 A 249;Agricultura;44;1002,9;NAO;NAO;0,8948
4348;MASCULINO;39;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;MA;NAO;DE 250 A 499;Comércio;44;2665,11;SIM;SIM;0,5917
4349;MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 20 A 49;Serviços;44;1934,18;NAO;SIM;0,6641
4350;MASCULINO;62;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Comércio;44;2193,5;NAO;SIM;0,7528
4351;FEMININO;41;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Serviços;44;1642,61;SIM;SIM;0,7003
4352;MASCULINO;27;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;1000 OU MAIS;Serviços;40;2464,59;SIM;SIM;0,6955
4353;FEMININO;18;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Indústria;44;1111,11;NAO;NAO;0,8926
4354;FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Indústria;44;1009,55;NAO;NAO;0,8931
4355;MASCULINO;22;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;36;996,45;NAO;NAO;0,8815
4356;FEMININO;40;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;ATE 4;Serviços;44;1501,85;SIM;SIM;0,699
4357;FEMININO;20;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;44;1163,11;NAO;NAO;0,8919
4358;MASCULINO;25;SEM INFO;MEDIO COMPLETO;SE;NAO;DE 5 A 9;Comércio;44;2010,35;SIM;SIM;0,6565
4359;MASCULINO;35;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 20 A 49;Indústria;44;2882,35;NAO;SIM;0,6551
4360;MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;932,01;NAO;NAO;0,8757
4361;MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1596,77;SIM;SIM;0,6429
4362;MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Serviços;44;1959,03;NAO;SIM;0,649
4363;MASCULINO;21;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Indústria;44;718,53;NAO;NAO;0,917
4364;FEMININO;36;AMARELA-BRANCA;MEDIO COMPLETO;AL;NAO;ATE 4;Serviços;44;1474,31;SIM;SIM;0,6311
4365;FEMININO;30;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1937,58;NAO;SIM;0,6555
4366;FEMININO;31;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1500,0;NAO;NAO;0,5514
4367;MASCULINO;31;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;CE;NAO;DE 50 A 99;Serviços;44;1107,99;NAO;NAO;0,8973
4368;MASCULINO;35;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;DE 250 A 499;Comércio;44;2250,0;NAO;SIM;0,5891
4369;FEMININO;30;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Serviços;44;2273,72;SIM;SIM;0,7111
4370;MASCULINO;49;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 20 A 49;Indústria;44;720,0;NAO;NAO;0,9176
4371;MASCULINO;23;SEM INFO;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Serviços;44;1015,46;NAO;NAO;0,8977
4372;MASCULINO;37;SEM INFO;MEDIO COMPLETO;RN;NAO;ATE 4;Indústria;44;1733,3;NAO;SIM;0,6232
4373;MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Indústria;44;1429,38;SIM;SIM;0,586
4374;MASCULINO;39;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Serviços;44;2032,03;NAO;SIM;0,6176
4375;FEMININO;31;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 100 A 249;Serviços;24;12167,61;SIM;SIM;0,6816
4376;MASCULINO;39;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;2279,91;SIM;SIM;0,6237
4377;FEMININO;24;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 100 A 249;Serviços;30;1047,8;NAO;NAO;0,865
4378;MASCULINO;28;SEM INFO;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 10 A 19;Construçao civil;44;2163,16;NAO;NAO;0,5737
4379;FEMININO;24;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;36;1003,08;NAO;NAO;0,8661
4380;FEMININO;33;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;1886,15;SIM;SIM;0,6613
4381;FEMININO;29;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1029,96;NAO;NAO;0,8974
4382;FEMININO;36;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 100 A 249;Indústria;44;1086,25;NAO;NAO;0,893
4383;FEMININO;20;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Serviços;30;1024,66;NAO;NAO;0,8618
4384;FEMININO;22;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;5232,75;SIM;SIM;0,6415
4385;MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;30;1769,49;SIM;SIM;0,7364
4386;FEMININO;26;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;CE;NAO;DE 20 A 49;Indústria;44;743,14;NAO;NAO;0,9147
4387;FEMININO;50;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;1688,87;SIM;SIM;0,6795
4388;MASCULINO;41;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;1264,99;NAO;NAO;0,8927
4389;FEMININO;60;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Comércio;44;1618,1;SIM;SIM;0,761
4390;MASCULINO;53;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Serviços;44;2412,61;SIM;SIM;0,6041
4391;FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Indústria;44;1000,0;NAO;NAO;0,8948
4392;MASCULINO;34;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;2695,72;SIM;SIM;0,7054
4393;MASCULINO;22;AMARELA-BRANCA;MEDIO COMPLETO;PI;NAO;DE 5 A 9;Serviços;44;1010,47;NAO;NAO;0,8967
4394;FEMININO;20;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;36;1020,51;NAO;NAO;0,8659
4395;FEMININO;41;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;1346,8;NAO;NAO;0,8526
4396;FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;ATE 4;Comércio;44;1114,95;NAO;NAO;0,8933
4397;FEMININO;24;PRETA-PARDA;SUPERIOR_INCOMPLETO;MA;NAO;ATE 4;Serviços;44;1316,1;NAO;NAO;0,8472
4398;MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;1779,18;SIM;SIM;0,6676
4399;FEMININO;41;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 100 A 249;Serviços;40;14282,68;SIM;SIM;0,6259
4400;MASCULINO;50;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;RN;NAO;DE 10 A 19;Comércio;44;1431,96;SIM;NAO;0,5936
4401;MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 5 A 9;Comércio;44;1083,31;NAO;NAO;0,898
4402;FEMININO;41;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 20 A 49;Comércio;44;998,27;NAO;NAO;0,8966
4403;MASCULINO;31;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;PI;NAO;DE 10 A 19;Construçao civil;44;2018,67;NAO;NAO;0,589
4404;FEMININO;23;SEM INFO;SUPERIOR_INCOMPLETO;PI;NAO;DE 20 A 49;Comércio;36;1044,0;NAO;NAO;0,8775
4405;MASCULINO;18;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PI;NAO;ATE 4;Agricultura;44;1152,51;NAO;NAO;0,8965
4406;MASCULINO;46;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;1000 OU MAIS;Serviços;42;2080,14;SIM;SIM;0,6738
4407;FEMININO;46;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Serviços;44;1978,85;SIM;SIM;0,6669
4408;FEMININO;33;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;44;2844,02;SIM;SIM;0,7128
4409;MASCULINO;29;PRETA-PARDA;SUPERIOR_INCOMPLETO;SE;NAO;DE 10 A 19;Serviços;36;6899,53;SIM;SIM;0,6763
4410;MASCULINO;50;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 10 A 19;Comércio;44;1378,0;NAO;NAO;0,8408
4411;FEMININO;22;SEM INFO;SUPERIOR_INCOMPLETO;PB;NAO;DE 50 A 99;Comércio;44;1110,0;NAO;NAO;0,8948
4412;FEMININO;37;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;1465,05;NAO;SIM;0,7173
4413;FEMININO;29;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;1669,21;SIM;SIM;0,7697
4414;MASCULINO;21;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Indústria;44;1718,3;SIM;SIM;0,6546
4415;FEMININO;30;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Serviços;44;613,6;NAO;NAO;0,9161
4416;FEMININO;30;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;PB;NAO;DE 10 A 19;Comércio;22;541,07;NAO;NAO;0,8882
4417;FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;42;1426,58;NAO;SIM;0,5138
4418;MASCULINO;25;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 5 A 9;Serviços;40;2396,36;NAO;SIM;0,5753
4419;MASCULINO;23;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;RN;NAO;DE 5 A 9;Agricultura;44;718,86;NAO;NAO;0,9172
4420;MASCULINO;43;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 250 A 499;Serviços;44;5548,78;SIM;SIM;0,5919
4421;MASCULINO;33;AMARELA-BRANCA;SUPERIOR_COMPLETO;PI;NAO;DE 500 A 999;Construçao civil;44;2302,4;NAO;NAO;0,5828
4422;MASCULINO;37;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;ATE 4;Comércio;44;1097,63;NAO;NAO;0,8987
4423;MASCULINO;34;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;ATE 4;Agricultura;44;1130,11;NAO;NAO;0,8998
4424;MASCULINO;38;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 250 A 499;Agricultura;44;1014,99;NAO;NAO;0,8977
4425;MASCULINO;28;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 50 A 99;Serviços;44;2270,37;SIM;SIM;0,5749
4426;MASCULINO;30;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 50 A 99;Comércio;44;1020,0;NAO;NAO;0,899
4427;FEMININO;32;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 100 A 249;Indústria;44;1985,23;NAO;SIM;0,6055
4428;FEMININO;43;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 100 A 249;Comércio;0;1721,75;SIM;SIM;0,5957
4429;MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1031,0;NAO;NAO;0,8986
4430;MASCULINO;47;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;3084,56;SIM;SIM;0,5889
4431;MASCULINO;31;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;40;6074,21;SIM;SIM;0,6505
4432;FEMININO;31;PRETA-PARDA;SUPERIOR_COMPLETO;PI;NAO;DE 50 A 99;Serviços;40;1979,52;SIM;SIM;0,6255
4433;MASCULINO;50;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 5 A 9;Agricultura;44;6316,54;SIM;SIM;0,5429
4434;MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1149,49;NAO;NAO;0,8972
4435;MASCULINO;25;SEM INFO;MEDIO COMPLETO;MA;NAO;DE 250 A 499;Construçao civil;44;1040,04;NAO;NAO;0,9038
4436;MASCULINO;26;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1956,57;NAO;SIM;0,6495
4437;MASCULINO;58;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 100 A 249;Serviços;44;1611,77;NAO;SIM;0,7076
4438;MASCULINO;25;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Serviços;44;1133,17;NAO;NAO;0,8967
4439;MASCULINO;25;SEM INFO;SUPERIOR_COMPLETO;AL;NAO;DE 50 A 99;Serviços;44;841,32;NAO;NAO;0,8952
4440;MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;21;418,98;NAO;NAO;0,8962
4441;FEMININO;52;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;1497,02;NAO;SIM;0,729
4442;MASCULINO;62;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1777,39;SIM;SIM;0,7429
4443;MASCULINO;19;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Serviços;40;1090,94;NAO;NAO;0,8924
4444;MASCULINO;49;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;MA;NAO;DE 10 A 19;Serviços;44;827,28;NAO;NAO;0,8995
4445;MASCULINO;28;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;DE 10 A 19;Serviços;44;1220,68;NAO;NAO;0,8891
4446;MASCULINO;31;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 500 A 999;Agricultura;43;1041,0;NAO;NAO;0,8953
4447;MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 500 A 999;Serviços;44;2312,94;SIM;SIM;0,6544
4448;MASCULINO;43;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Construçao civil;44;3195,32;NAO;NAO;0,6062
4449;MASCULINO;39;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;42;2274,89;NAO;SIM;0,5768
4450;MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 5 A 9;Comércio;44;998,0;NAO;NAO;0,8977
4451;MASCULINO;28;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 250 A 499;Serviços;44;4222,06;SIM;SIM;0,6257
4452;FEMININO;44;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;DE 5 A 9;Serviços;44;998,0;NAO;NAO;0,8975
4453;FEMININO;29;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1186,97;NAO;NAO;0,8974
