func_sexo;func_idade;func_racacor;func_escolaridade;func_uf;func_deficiencia;empresa_porte;empresa_setor;contrato_horastrabalho;contrato_salario;turnover_apos_1_ano
MASCULINO;40;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;16;572,74;NAO
MASCULINO;43;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;ATE 4;Comércio;40;4223,38;NAO
MASCULINO;46;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;950,77;NAO
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1835,24;SIM
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1089,84;NAO
MASCULINO;21;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 250 A 499;Serviços;44;1151,17;NAO
MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 250 A 499;Indústria;44;3093,34;NAO
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;1000 OU MAIS;Serviços;36;880,09;NAO
FEMININO;28;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;DE 5 A 9;Serviços;44;1437,21;SIM
MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;ATE 4;Serviços;44;1947,35;NAO
MASCULINO;38;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 100 A 249;Serviços;44;2506,19;SIM
MASCULINO;31;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 50 A 99;Serviços;44;1601,37;SIM
MASCULINO;25;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;DE 10 A 19;Serviços;13;687,91;NAO
MASCULINO;31;SEM INFO;MEDIO COMPLETO;MA;NAO;DE 20 A 49;Serviços;44;1271,45;NAO
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1500,0;NAO
MASCULINO;21;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Agricultura;44;1165,45;NAO
MASCULINO;37;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Comércio;44;2185,95;SIM
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;ATE 4;Indústria;44;1685,86;SIM
FEMININO;51;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 5 A 9;Indústria;44;1093,2;NAO
MASCULINO;27;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;ATE 4;Agricultura;44;1537,53;NAO
MASCULINO;22;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 250 A 499;Comércio;44;1012,76;NAO
MASCULINO;25;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;ATE 4;Serviços;42;3277,01;NAO
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;998,0;NAO
FEMININO;22;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;SIM;DE 50 A 99;Serviços;32;1298,09;SIM
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Indústria;44;1029,85;NAO
FEMININO;20;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;998,0;NAO
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 100 A 249;Serviços;44;1489,47;SIM
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Construçao civil;44;1493,34;NAO
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 100 A 249;Comércio;44;998,0;NAO
FEMININO;33;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1178,81;NAO
MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Serviços;44;3863,66;NAO
FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Comércio;44;1151,78;NAO
FEMININO;21;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 10 A 19;Comércio;24;1088,31;SIM
FEMININO;32;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Serviços;44;1116,66;NAO
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1958,59;NAO
FEMININO;31;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Serviços;44;1790,88;SIM
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Serviços;44;1046,23;NAO
MASCULINO;48;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;AL;NAO;1000 OU MAIS;Indústria;44;1129,45;NAO
FEMININO;39;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Indústria;44;1705,53;SIM
FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 500 A 999;Serviços;36;1176,88;NAO
FEMININO;32;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;RN;NAO;DE 20 A 49;Serviços;44;1084,62;NAO
MASCULINO;33;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;40;6621,87;NAO
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;1;1020,78;NAO
MASCULINO;39;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1127,69;NAO
FEMININO;20;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;736,64;NAO
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;BA;SIM;DE 20 A 49;Comércio;44;1699,6;SIM
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;3020,78;SIM
FEMININO;35;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Indústria;44;1040,4;NAO
FEMININO;37;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Administraçao pública;24;10941,2;SIM
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1195,65;NAO
FEMININO;36;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;2251,01;SIM
MASCULINO;37;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;1549,89;SIM
MASCULINO;35;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Construçao civil;44;998,0;NAO
FEMININO;19;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Serviços;44;1017,1;NAO
MASCULINO;43;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 20 A 49;Serviços;44;1935,83;SIM
FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;1328,77;NAO
MASCULINO;30;PRETA-PARDA;SUPERIOR_INCOMPLETO;MA;NAO;DE 10 A 19;Serviços;44;1570,9;NAO
MASCULINO;22;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 50 A 99;Agricultura;44;1065,0;NAO
MASCULINO;37;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Serviços;44;1296,63;NAO
MASCULINO;22;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;DE 20 A 49;Serviços;44;970,64;NAO
FEMININO;23;SEM INFO;MEDIO COMPLETO;PE;NAO;ATE 4;Comércio;8;418,81;NAO
FEMININO;33;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;1000 OU MAIS;Serviços;36;1056,04;NAO
MASCULINO;40;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Serviços;44;1196,44;NAO
FEMININO;51;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Comércio;44;1607,47;SIM
FEMININO;30;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1000,0;NAO
MASCULINO;19;AMARELA-BRANCA;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Serviços;44;1009,11;NAO
FEMININO;32;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Indústria;44;1464,49;SIM
MASCULINO;31;AMARELA-BRANCA;MEDIO COMPLETO;BA;SIM;DE 250 A 499;Serviços;44;1559,31;SIM
FEMININO;21;SEM INFO;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;40;1598,25;SIM
MASCULINO;35;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;1000 OU MAIS;Indústria;44;1020,4;NAO
MASCULINO;33;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Indústria;44;1255,77;NAO
FEMININO;23;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;1000 OU MAIS;Indústria;44;1071,9;NAO
MASCULINO;39;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1611,55;SIM
FEMININO;48;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;ATE 4;Serviços;44;1762,04;SIM
MASCULINO;24;SEM INFO;ANALFABETO-FUND_INCOMPLETO;RN;NAO;DE 20 A 49;Indústria;44;879,12;NAO
FEMININO;30;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1730,16;SIM
FEMININO;45;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 500 A 999;Serviços;40;1017,95;NAO
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;40;3295,09;NAO
FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;1000 OU MAIS;Serviços;36;477,05;NAO
FEMININO;61;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Serviços;40;1790,89;SIM
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1089,67;NAO
MASCULINO;37;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1333,77;NAO
FEMININO;51;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;DE 20 A 49;Serviços;44;998,0;NAO
FEMININO;41;PRETA-PARDA;SUPERIOR_COMPLETO;PB;NAO;DE 5 A 9;Serviços;40;1282,22;NAO
FEMININO;41;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 5 A 9;Serviços;44;997,97;NAO
MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;44;1020,81;NAO
FEMININO;35;SEM INFO;MEDIO COMPLETO;PE;NAO;ATE 4;Serviços;44;1118,91;NAO
FEMININO;28;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 10 A 19;Comércio;44;1449,12;NAO
MASCULINO;51;INDIGENA;SUPERIOR_COMPLETO;BA;NAO;DE 500 A 999;Serviços;44;7244,59;SIM
FEMININO;21;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1623,26;SIM
FEMININO;38;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 250 A 499;Serviços;44;3415,06;SIM
MASCULINO;21;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PI;NAO;DE 5 A 9;Serviços;44;1090,0;NAO
MASCULINO;42;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;4912,25;NAO
MASCULINO;30;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 50 A 99;Serviços;9;1102,39;NAO
MASCULINO;70;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 10 A 19;Serviços;0;36193,88;SIM
MASCULINO;34;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;RN;NAO;DE 10 A 19;Comércio;44;1958,91;SIM
MASCULINO;45;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;BA;NAO;DE 250 A 499;Serviços;40;5827,45;NAO
MASCULINO;40;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 250 A 499;Serviços;44;5757,46;NAO
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Comércio;44;1962,88;SIM
FEMININO;43;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Indústria;44;1663,74;SIM
MASCULINO;38;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;44;1354,79;NAO
MASCULINO;26;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 5 A 9;Agricultura;44;997,99;NAO
FEMININO;34;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Serviços;44;1285,14;NAO
MASCULINO;21;PRETA-PARDA;SUPERIOR_INCOMPLETO;PB;NAO;1000 OU MAIS;Serviços;36;998,0;NAO
MASCULINO;33;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;ATE 4;Serviços;44;3769,63;SIM
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Serviços;44;1098,19;NAO
FEMININO;31;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 100 A 249;Serviços;12;8025,52;SIM
FEMININO;34;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Comércio;44;1019,98;NAO
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Indústria;44;1259,32;NAO
FEMININO;29;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 500 A 999;Serviços;36;3773,14;SIM
FEMININO;35;SEM INFO;SUPERIOR_INCOMPLETO;MA;NAO;DE 50 A 99;Serviços;44;1408,17;NAO
MASCULINO;38;PRETA-PARDA;SUPERIOR_COMPLETO;RN;NAO;DE 100 A 249;Serviços;44;1982,85;SIM
MASCULINO;48;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 10 A 19;Serviços;44;1265,0;NAO
FEMININO;36;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;44;3145,37;SIM
MASCULINO;35;SEM INFO;MEDIO COMPLETO;AL;NAO;ATE 4;Serviços;44;1915,27;NAO
FEMININO;44;SEM INFO;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;30;1108,9;NAO
FEMININO;24;PRETA-PARDA;SUPERIOR_INCOMPLETO;PB;NAO;ATE 4;Serviços;10;937,24;SIM
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1581,26;SIM
FEMININO;29;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;ATE 4;Serviços;22;502,74;NAO
FEMININO;20;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Comércio;44;1335,32;NAO
FEMININO;34;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 50 A 99;Serviços;25;1204,13;SIM
FEMININO;35;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Serviços;36;1453,76;NAO
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;1832,61;SIM
FEMININO;28;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 100 A 249;Serviços;36;1142,67;NAO
MASCULINO;19;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;1000 OU MAIS;Serviços;0;1097,88;NAO
FEMININO;25;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 500 A 999;Serviços;44;2671,75;NAO
MASCULINO;27;SEM INFO;SUPERIOR_COMPLETO;PE;NAO;DE 500 A 999;Indústria;44;2735,64;SIM
MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 500 A 999;Serviços;44;1500,0;NAO
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1199,75;NAO
MASCULINO;45;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 10 A 19;Indústria;44;1216,25;NAO
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 5 A 9;Serviços;44;1721,16;SIM
FEMININO;34;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;1097,0;NAO
MASCULINO;31;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;MA;NAO;DE 250 A 499;Agricultura;44;4187,99;SIM
FEMININO;33;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Serviços;40;3114,05;SIM
MASCULINO;26;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 250 A 499;Indústria;44;3409,33;SIM
FEMININO;35;PRETA-PARDA;MEDIO COMPLETO;AL;SIM;DE 20 A 49;Comércio;44;1629,36;SIM
MASCULINO;56;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 5 A 9;Agricultura;44;1042,26;NAO
MASCULINO;25;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 250 A 499;Indústria;44;1494,43;NAO
MASCULINO;31;PRETA-PARDA;SUPERIOR_COMPLETO;SE;NAO;DE 100 A 249;Indústria;44;5815,47;SIM
FEMININO;32;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 10 A 19;Comércio;36;1454,9;NAO
MASCULINO;23;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 5 A 9;Construçao civil;44;1007,53;NAO
MASCULINO;22;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Agricultura;5;1044,06;NAO
MASCULINO;27;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;2106,78;SIM
MASCULINO;33;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;1000 OU MAIS;Serviços;24;20742,43;NAO
FEMININO;29;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1200,0;NAO
FEMININO;45;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Comércio;44;15447,58;SIM
FEMININO;42;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 5 A 9;Serviços;44;2388,47;SIM
MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Comércio;44;1643,86;SIM
MASCULINO;23;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;ATE 4;Comércio;44;1142,33;NAO
MASCULINO;37;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 10 A 19;Comércio;36;1345,22;NAO
MASCULINO;34;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;DE 10 A 19;Indústria;44;2123,54;SIM
FEMININO;28;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 5 A 9;Comércio;44;1035,2;NAO
FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;1000 OU MAIS;Serviços;36;1598,28;SIM
MASCULINO;25;SEM INFO;MEDIO COMPLETO;MA;NAO;DE 10 A 19;Serviços;44;1460,85;SIM
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 100 A 249;Indústria;44;1042,38;NAO
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;1090,9;NAO
FEMININO;24;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;1089,07;NAO
MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;RN;SIM;DE 50 A 99;Comércio;44;1392,22;NAO
MASCULINO;20;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Comércio;44;1653,76;SIM
FEMININO;35;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;1000 OU MAIS;Serviços;36;1715,7;SIM
MASCULINO;34;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1066,0;NAO
MASCULINO;21;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 250 A 499;Comércio;44;1032,0;NAO
MASCULINO;28;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 250 A 499;Comércio;44;4683,46;SIM
FEMININO;24;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;PE;NAO;DE 10 A 19;Comércio;44;516,49;NAO
FEMININO;23;PRETA-PARDA;SUPERIOR_COMPLETO;SE;NAO;DE 10 A 19;Serviços;44;1005,67;NAO
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;ATE 4;Comércio;44;1287,15;SIM
MASCULINO;62;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;ATE 4;Serviços;36;1809,21;SIM
FEMININO;35;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 100 A 249;Serviços;1;1082,56;NAO
MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;1000 OU MAIS;Construçao civil;44;1448,75;NAO
FEMININO;38;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;ATE 4;Serviços;44;4384,86;SIM
MASCULINO;47;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;1003,8;NAO
MASCULINO;37;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Comércio;44;1125,09;NAO
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 50 A 99;Comércio;22;567,6;NAO
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 500 A 999;Serviços;44;1712,84;SIM
FEMININO;28;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;ATE 4;Serviços;44;1169,11;NAO
MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1028,0;NAO
MASCULINO;28;SEM INFO;MEDIO COMPLETO;RN;NAO;DE 5 A 9;Serviços;1;1314,27;NAO
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;1999,98;NAO
MASCULINO;35;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;AL;NAO;DE 250 A 499;Agricultura;44;917,11;NAO
FEMININO;36;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;DE 10 A 19;Comércio;44;1635,39;SIM
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1152,06;NAO
MASCULINO;38;SEM INFO;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Serviços;40;1731,44;NAO
FEMININO;30;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Comércio;44;2226,36;SIM
FEMININO;53;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;1135,71;NAO
FEMININO;20;SEM INFO;MEDIO COMPLETO;MA;NAO;ATE 4;Comércio;44;1111,64;NAO
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;30;816,86;NAO
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Comércio;44;1336,66;NAO
MASCULINO;27;SEM INFO;SUPERIOR_INCOMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1671,62;SIM
FEMININO;33;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 500 A 999;Serviços;24;2191,59;SIM
FEMININO;26;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;1000 OU MAIS;Serviços;30;1459,74;SIM
FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Comércio;44;1516,4;SIM
MASCULINO;35;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;SIM;DE 250 A 499;Agricultura;44;1503,04;SIM
MASCULINO;36;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 100 A 249;Serviços;44;4542,08;SIM
MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Comércio;44;1120,37;NAO
MASCULINO;41;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1885,92;NAO
MASCULINO;25;PRETA-PARDA;SUPERIOR_INCOMPLETO;SE;NAO;DE 50 A 99;Serviços;44;1344,58;NAO
MASCULINO;34;SEM INFO;MEDIO COMPLETO;RN;NAO;DE 20 A 49;Serviços;1;1100,86;NAO
MASCULINO;28;PRETA-PARDA;SUPERIOR_INCOMPLETO;RN;NAO;DE 100 A 249;Serviços;44;5960,89;SIM
FEMININO;42;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PB;NAO;DE 100 A 249;Serviços;44;1008,0;NAO
FEMININO;33;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;ATE 4;Serviços;44;1659,74;SIM
FEMININO;23;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;AL;NAO;DE 10 A 19;Serviços;34;1097,8;NAO
MASCULINO;30;SEM INFO;MEDIO COMPLETO;MA;NAO;ATE 4;Indústria;44;909,93;NAO
MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Indústria;44;998,0;NAO
MASCULINO;23;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Serviços;40;2172,79;SIM
MASCULINO;39;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;2531,95;SIM
FEMININO;40;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;897,73;NAO
MASCULINO;23;PRETA-PARDA;SUPERIOR_COMPLETO;PB;NAO;DE 5 A 9;Serviços;44;2690,5;SIM
MASCULINO;31;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 500 A 999;Serviços;36;1981,55;SIM
MASCULINO;48;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;SE;NAO;DE 250 A 499;Indústria;44;1527,18;SIM
MASCULINO;29;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;ATE 4;Construçao civil;44;1043,7;NAO
FEMININO;24;SEM INFO;SUPERIOR_COMPLETO;PB;NAO;ATE 4;Serviços;44;1197,6;NAO
FEMININO;26;PRETA-PARDA;SUPERIOR_INCOMPLETO;PE;NAO;DE 250 A 499;Serviços;44;1674,66;SIM
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 5 A 9;Comércio;44;1103,66;NAO
FEMININO;38;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 50 A 99;Serviços;44;1778,4;NAO
FEMININO;60;AMARELA-BRANCA;SUPERIOR_COMPLETO;PB;NAO;1000 OU MAIS;Indústria;40;11636,83;SIM
